nome,nparti,semana,ano,data,cidade,estado,5km,10km,21km,42km
CIRCUITO DE CORRIDAS UNIMED - SAO MIGUEL DO OESTE,567,38,2025,14/09/2025,SAO MIGUEL DO OESTE,SP,0,1,0,0
CORINTHIANS RUN - ETAPA MOGI DAS CRUZES,567,46,2025,09/11/2025,MOGI DAS CRUZES,AL,1,1,0,0
INTENSIDADE DAY RUN,565,24,2025,08/06/2025,NOVO HAMBURGO,MG,1,0,0,0
CORRIDA ILUMINADA DE NATAL 2025,565,50,2025,07/12/2025,CAMPOS DO JORDAO,SP,1,1,0,0
48 CORRIDA PEDESTRE CIDADE DE ILHABELA 2025,565,52,2025,21/12/2025,ILHABELA,MG,1,0,0,0
CORRIDA DOS SERVIDORES ESTADUAIS 2025- SEPLAG-SELAJ,564,36,2025,31/08/2025,MACEIO,PR,1,1,1,0
4 CORRIDA SANTO ANTONIO DE IGARAPE,564,39,2025,21/09/2025,IGARAPE,MG,1,1,0,0
VOE RUN 2025,563,38,2025,14/09/2025,BAURU,SP,1,1,0,0
2 CORRIDA 72 ANOS DE SAO CANDIDO,563,44,2025,26/10/2025,CARATINGA,SP,1,1,0,0
TRACK&FIELDS RUN SERIES - ETAPA CLUBE CURITIBANO,563,7,2026,08/02/2026,QUATRO BARRAS,PR,1,0,0,0
CORRIDA DA LUA - ETAPA LUA NOVA 2025,562,45,2025,08/11/2025,ITABIRA,SC,1,1,0,0
CORRIDA DO VELO,561,25,2025,15/06/2025,RIO CLARO,BA,1,1,0,0
BRUNCH RUN 2025,561,41,2025,05/10/2025,RIBEIRAO PRETO,SC,1,1,1,0
ETAPA FE - CIRCUITO FOCO, FORCA E FE 2025 (CORRIDA E CAMINHADA SOLIDARIA),561,51,2025,14/12/2025,RIO DE JANEIRO,MG,1,1,0,0
CORRIDA DO URUCUM 1 CORRIDA PEDESTRE DE PARANACITY PR,561,53,2025,28/12/2025,PARANACITY,PE,1,1,0,0
COLINAS RUN,560,29,2025,13/07/2025,CAMBORIU,CE,1,1,0,0
CORRIDA SIM ! BORA ?,560,47,2025,16/11/2025,MADRE DE DEUS,SC,1,1,0,0
1 MEIA MARATONA DE RIO DO SUL,559,43,2025,19/10/2025,RIO DO SUL,PR,0,1,0,0
O2 RUN 2025,558,43,2025,19/10/2025,BELO HORIZONTE,SP,1,1,0,0
CORRIDA CORRENDO EM SURUBIM,558,49,2025,30/11/2025,SURUBIM,MG,1,1,0,0
1 CORRIDA HORIZONTERUN 2025,557,44,2025,26/10/2025,HORIZONTE,CE,1,1,0,0
CORRIDAS DO BEM SESI SAUDE 2025 - ETAPA CACADOR,557,45,2025,02/11/2025,CACADOR,SC,1,1,0,0
24 MEIA MARATONA DE TOLEDO - SICREDI,556,30,2025,20/07/2025,TOLEDO,PR,1,1,0,0
TRACK&FIELD EXPERIENCE 2025 - TAUBATE,556,47,2025,16/11/2025,TAUBATE,RS,1,1,0,0
1 CORRIDA DO AGUIA DA MANTIQUEIRA,555,37,2025,07/09/2025,ITAJUBA,AL,1,1,0,0
5 CORRIDA FEIRAO DO LAR,555,39,2025,21/09/2025,CANINDE,CE,0,0,1,0
CORRIDAS DO BEM SESI SAUDE 2025 - ETAPA FLORIANOPOLIS,554,27,2025,05/07/2025,FLORIANOPOLIS,SP,1,0,0,0
CORRIDA PADROEIRA SANTANNA,554,49,2025,30/11/2025,PONTA GROSSA,BA,1,1,0,0
5 JOHN DEERE RUN,553,24,2025,08/06/2025,MONTENEGRO,SC,1,1,0,0
1 CORRIDA DA SMTT,553,29,2025,19/07/2025,SAO MIGUEL DOS CAMPOS,MG,1,0,0,0
DOUBLE RUN,553,45,2025,02/11/2025,EUSEBIO,SC,1,0,1,0
CIRCUITO SUNSET RUN - ETAPA PIRACICABA,552,5,2026,31/01/2026,PIRACICABA,PI,1,0,0,0
2 CORRIDA RONDESP SUDOESTE SERRA DO MARCAL,551,36,2025,31/08/2025,VITORIA DA CONQUISTA,PE,1,1,1,0
3 CORRIDA BERLANDA,551,38,2025,14/09/2025,CURITIBANOS,SP,1,0,0,0
1 GEREMIAS SUNSET RUN,551,3,2026,11/01/2026,UBERABA,PB,1,1,1,0
MEIA DO FAROL SHOPPING 2025 - CIRCUITO CORTUBA ETAPA TUBARAO,550,40,2025,28/09/2025,TUBARAO,PR,1,1,0,0
ACELERA MEGALINK,550,6,2026,07/02/2026,FLORIANO,PR,1,1,0,1
3 CORRIDA E CAMINHADA SANTA MADALENA SOFIA - MACEIO, ALAGOAS,549,23,2025,07/06/2025,MACEIO,RJ,0,1,1,0
2 CORRIDA EMBALANDO FESTAS,548,23,2025,01/06/2025,PETROLINA,MG,1,0,0,0
1 PRUDENTE EM MOVIMENTO CORRIDA E CAMINHADA,548,35,2025,24/08/2025,PRESIDENTE PRUDENTE,SP,0,1,0,0
TR EXPLORE ETAPA BANANEIRAS,548,50,2025,07/12/2025,BANANEIRAS,PR,0,1,0,0
CORRIDA DO DESAFIO MAIS VIDA EM MOVIMENTO,547,22,2025,31/05/2025,COLOMBO,PE,1,1,0,0
LOBA FEST RUN 2026,547,42,2025,12/10/2025,PARANAGUA,MG,0,1,1,0
EVOLUTION,547,46,2025,15/11/2025,ITATIAIA,PE,1,1,0,0
1A CORRIDA E CAMINHADA SUPERMAXI,545,46,2025,15/11/2025,UBERLANDIA,SP,1,1,0,0
96 + SAUDE - 2 EDICAO - 7K,545,50,2025,07/12/2025,BAURU,BA,1,0,0,0
7 CORRIDA DA CAPITAL DO OVO 2025,544,41,2025,05/10/2025,CRUZEIRO DO SUL,SC,0,1,0,0
1  CORRIDA 31 DE MAIO,544,42,2025,12/10/2025,AFRANIO,SP,1,0,0,0
2 MEIA MARATONA DA LIBERDADE,544,9,2026,22/02/2026,BETIM,PE,1,1,0,0
1 CORRIDA MIMO RUN,543,32,2025,03/08/2025,PETROLINA,RO,1,0,0,0
AC MOVIMENT 2025,543,41,2025,05/10/2025,ARACATUBA,SP,0,1,0,0
1 CORRIDA DO LACO BRANCO,541,39,2025,21/09/2025,SALVADOR,SP,0,1,0,0
CORRIDA E CAMINHADA LET'S GO - SICOOB TRANSCREDI,541,49,2025,30/11/2025,CONCORDIA,SP,1,1,0,0
CORRIDA DIVERTIDA TURMA DA MONICA,540,40,2025,04/10/2025,SAO PAULO,PR,1,1,0,0
CORRIDA DAS ONDAS,539,27,2025,05/07/2025,PAULISTA,PB,1,0,0,0
1 CIRCUITO AABB DE CORRIDA,539,38,2025,14/09/2025,VILHENA,PR,1,1,0,0
CORRIDA DA ASA,539,47,2025,16/11/2025,GUARULHOS,CE,1,1,0,0
9 CORRIDA PEDESTRE E CAMINHADA DE PEDRINHAS PAULISTA,538,28,2025,06/07/2025,PEDRINHAS PAULISTA,SP,0,1,0,0
CORRIDA PELA IGUALDADE,537,44,2025,26/10/2025,SAO BERNARDO DO CAMPO,ES,1,0,1,0
INFANTARIA NIGHT RUN,537,49,2025,30/11/2025,CURITIBA,SC,1,1,0,0
8 EDICAO DA CORRIDA RUSTICA DE SAO JOSE DE PIRANHAS - PB,537,9,2026,22/02/2026,SAO JOSE DE PIRANHAS,BA,1,1,0,0
1 CORRIDA E CAMINHADA SOLIDARIA DA PADROEIRA NOSSA SENHORA DAS DORES,536,29,2025,13/07/2025,ARAUCARIA,RJ,0,1,0,0
2 CORRIDA H2O VERSAO GELATTUS,536,43,2025,19/10/2025,SAO BENEDITO,SP,1,1,0,0
JULINA RUN - 2025,536,48,2025,23/11/2025,JUNDIAI,CE,1,1,0,0
CORRIDA MOVE ON ESPORTE - ETAPA SHOPPING MESTRE ALVARO,536,48,2025,23/11/2025,SERRA,CE,1,1,0,0
CORRIDA SPEED LIFE RUN,535,28,2025,06/07/2025,BARRA VELHA,RS,1,1,0,0
PONTO NOVO CORRE 10K,535,33,2025,10/08/2025,PONTO NOVO,AM,1,0,0,0
AS BRABAS RUN,535,42,2025,12/10/2025,RIO DE JANEIRO,PA,1,0,0,0
APAE RUN SANTO ANDRE,534,4,2026,24/01/2026,SANTO ANDRE,SP,0,1,0,0
4 CORRIDA 360 DETOX,533,25,2025,15/06/2025,AQUIRAZ,RN,1,0,0,0
4 CORRIDA DETOX 360,533,31,2025,27/07/2025,AQUIRAZ,MA,1,0,0,0
INTENSIDADE DAY RUN,533,39,2025,21/09/2025,NOVO HAMBURGO,MG,1,1,0,0
4 CORRIDA DE RUA EM CENTRO DE TREINAMENTO,533,41,2025,05/10/2025,MANAUS,RS,1,1,0,0
7 CORRIDA DOS MEDICOS,532,28,2025,06/07/2025,MARABA,RJ,1,1,0,0
CENTRO - CIRCUITO DE CORRIDAS DOS DISTRITOS 2026,532,45,2025,02/11/2025,CAMPINAS,RO,1,1,0,0
1 CORRIDA DO GTO - 7 BATALHAO EM PAU DOS FERROS - RN,532,51,2025,20/12/2025,PAU DOS FERROS,SC,1,0,0,0
IV 5K DE CAXIAS,531,23,2025,01/06/2025,CAXIAS,SC,1,1,1,0
CORRIDA RN 37 ANOS,531,41,2025,05/10/2025,VARGINHA,BA,1,0,0,0
III CORRIDA E CAMINHADA SEST SENAT SANTA MARIA,531,51,2025,14/12/2025,SANTA MARIA,SP,0,1,0,0
CORRIDA DA SERRA - 3 ETAPA,530,43,2025,19/10/2025,PORTO REAL,BA,1,1,1,0
TRACK&FIELD EXPERIENCE 2025 - PORTO VELHO,530,50,2025,07/12/2025,PORTO VELHO,SP,1,1,0,0
1 NIGHT RUN - NATAL JARAGUA,529,37,2025,07/09/2025,JARAGUA DO SUL,BA,1,1,0,0
A CORRIDA DO LEITE - PRESIDENTE GETULIO - SC,529,48,2025,29/11/2025,PRESIDENTE GETULIO,RN,1,1,0,0
2 CORRIDA DO FOGO,528,29,2025,13/07/2025,BARREIRAS,PA,1,0,0,0
9 CORRIDA SOLIDARIA EU AMO ATIBAIA,527,38,2025,14/09/2025,ATIBAIA,ES,0,1,0,0
6 MEIA MARATONA DA INDEPENDENCIA,526,41,2025,11/10/2025,SENHOR DO BONFIM,SC,1,1,0,0
12 MOVIMENTA BATATAIS,526,47,2025,16/11/2025,BATATAIS,PB,1,0,0,0
4 CORRIDA RUSTICA DE NOSSA SENHORA DA PENA,526,7,2026,08/02/2026,PORTO SEGURO,PR,0,1,0,0
CORRIDA DA ADVOCACIA 2025,525,47,2025,20/11/2025,NATAL,RJ,1,0,0,0
1 EDICAO DA CORRIDA DO EMPREENDEDOR,525,51,2025,14/12/2025,MARABA,MG,1,1,0,0
CORRIDA DO CORACAO,524,3,2026,11/01/2026,CACHOEIRO DE ITAPEMIRIM,SC,1,1,0,0
RINCAO NIGHT RUN,523,39,2025,21/09/2025,BALNEARIO RINCAO,RR,1,0,0,0
CORRIDA STRONG FIT,523,41,2025,05/10/2025,QUEIMADAS,SC,1,1,0,0
CORRIDA DE ANIVERSARIO - 136 ANOS DE PIRAQUARA,523,9,2026,22/02/2026,PIRAQUARA,SP,0,1,0,0
THE BEST FAMILY RUN,522,23,2025,07/06/2025,RIO DE JANEIRO,PR,1,0,0,0
ESK RUN 2025,522,38,2025,20/09/2025,SETE LAGOAS,RJ,1,0,0,0
CIRCUITO ANGELONI 2026 - ETAPA ITAPEMA,522,49,2025,06/12/2025,ITAPEMA,RS,0,0,0,1
I CORRIDA CHARME CONFECCOES,521,34,2025,17/08/2025,BOA VISTA,SC,1,1,0,0
CIRCUITO DE CORRIDAS UNIMED - ETAPA TUBARAO,521,38,2025,14/09/2025,TUBARAO,DF,1,1,0,0
3 DESAFIO DOS PERDIDOS,521,47,2025,22/11/2025,PEDERNEIRAS,RO,1,0,0,0
CIRCUITO YAMANE RUN | ETAPA LONDRINA,521,47,2025,22/11/2025,LONDRINA,MT,1,0,0,0
CORRIDA ESAO 2025,520,36,2025,06/09/2025,RIO DE JANEIRO,SP,0,1,0,0
SUMMER 48K,520,39,2025,21/09/2025,CAPAO DA CANOA,PA,1,0,0,0
CORRIDAS DO BEM SESI SAUDE 2025 - ETAPA SAO BENTO DO SUL,520,40,2025,28/09/2025,SAO BENTO DO SUL,SP,1,1,0,0
SINDY RUN,520,42,2025,12/10/2025,BRASILIA,TO,0,1,0,0
2 CORRIDA PORTAL DA AMAZONIA,520,43,2025,19/10/2025,VILHENA,BA,1,0,0,0
CORRIDA PORTAL DA AMAZONIA,520,43,2025,19/10/2025,GUARANTA DO NORTE,BA,1,0,0,0
CORRIDA DA INDEPENDENCIA,519,41,2025,05/10/2025,SAO SEBASTIAO,PR,1,1,0,0
4 CORRIDA E CORRIDINHA DO CIRIO DE CARAJAS,519,43,2025,19/10/2025,PARAUAPEBAS,MG,1,0,0,0
12 CORRIDA DA CASA DA CRIANCA,518,29,2025,13/07/2025,ITAQUA,PB,1,1,0,0
2 CORRIDA DA FORCA TATICA,518,50,2025,07/12/2025,PALMAS,SC,1,1,0,0
II CORRIDA DA COOPERACAO,516,49,2025,30/11/2025,ITABUNA,RJ,1,0,0,0
II CORRIDA DA COOPERACAO EDICAO ITABUNA 2025 - SICREDI INTEGRACAO BAHIA,516,51,2025,14/12/2025,ITABUNA,PI,1,1,1,0
9 CORRIDA DA REFORMA,515,24,2025,08/06/2025,MARECHAL CANDIDO RONDON,RO,1,1,0,0
2 CORRIDA DA INDUSTRIA,515,25,2025,21/06/2025,UBERLANDIA,SC,1,1,1,0
CIRCUITO DAS AGUAS - ETAPA CAMPINA GRANDE,515,30,2025,20/07/2025,CAMPINA GRANDE,PE,1,1,0,0
3 FAMILY RUN PERNAS SOLIDARIAS,515,47,2025,22/11/2025,SANTO AMARO DA IMPERATRIZ,CE,0,0,1,0
PROJETO DE BRACOS ABERTOS,514,47,2025,16/11/2025,ITABORAI,BA,1,1,0,0
CAPIVARA RUN,514,9,2026,22/02/2026,CORONEL JOSE DIAS,MT,1,0,0,0
PF RUN 2025 - 2 EDICAO,513,30,2025,20/07/2025,VILHENA,SC,1,1,0,0
MEIA MARATONA DE MASSARANDUBA SC,513,35,2025,24/08/2025,MASSARANDUBA,MT,1,0,0,0
SICREDI RUN,513,8,2026,21/02/2026,PETROLINA,SC,1,0,0,0
BPC CUMBUCO,512,31,2025,27/07/2025,FORTALEZA,PB,0,1,0,0
ETAPA FORCA - CIRCUITO FOCO, FORCA E FE 2025 ( CORRIDA E CAMINHADA SOLIDARIA ),511,24,2025,08/06/2025,RIO DE JANEIRO,CE,1,1,1,0
4 CORRIDA E CAMINHADA VERDES MARES,511,32,2025,03/08/2025,CAPIM GROSSO,SC,1,1,0,0
2. CORRIDA RIO ABAIXO,511,34,2025,17/08/2025,CUIABA,SC,1,1,1,0
CIDADE DAS AGUAS RUN FEST - JOINVILLE-SC,511,45,2025,08/11/2025,JOINVILLE,SP,1,0,0,0
CORRIDA CIDADE DE SINOP,511,50,2025,07/12/2025,SINOP,PA,1,1,0,0
GARTEN NIGHT RUN,511,51,2025,14/12/2025,JOINVILLE,SC,1,1,0,0
1 EDICAO DA CORRIDA 5 MILHAS CIDADE SORRISO!,511,51,2025,14/12/2025,SOUSA,RO,1,1,1,0
7 CORRIDA DA MB,511,5,2026,25/01/2026,SOBRAL,RS,1,1,0,0
CORRIDA CDL - SJ,511,7,2026,11/02/2026,SAO JOSE,PR,1,1,0,0
CORRIDA VIVA UDESC 60 ANOS,510,34,2025,17/08/2025,FLORIANOPOLIS,SC,1,0,1,1
TRACK&FIELD EXPERIENCE 2025 - NIGHT RUN | ARARAQUARA,510,38,2025,14/09/2025,ARARAQUARA,SC,1,1,0,0
CORRIDA DEZEMBRO VERMELHO VALE METAIS BASICOS 2025,510,44,2025,26/10/2025,OURILANDIA DO NORTE,PA,0,1,0,0
CIRCUITO DE CORRIDAS UNIMED - ETAPA LAGES,510,52,2025,21/12/2025,LAGES,SC,1,1,0,0
SUPERA-SE RUN CENTRANET - II EDICAO,509,30,2025,20/07/2025,ESPIGAO D'OESTE,BA,1,1,0,0
7 RUSTICA TRICOLOR DOS CONSULADOS GREMISTAS DE IMBE E TRAMANDAI,509,49,2025,30/11/2025,IMBE,ES,0,1,0,0
QUARTA RUN - VERAO 2026,509,50,2025,07/12/2025,CASCAVEL,RJ,0,1,0,0
CORRIDA RURAL PIRAI,508,35,2025,24/08/2025,JOINVILLE,SP,0,0,0,1
1 CORRIDA SPITZRUN,508,41,2025,05/10/2025,POMERODE,PB,1,0,0,0
4 CORRIDA DA APOMIBOMP - 2025,508,49,2025,30/11/2025,CASTANHAL,PE,1,1,1,0
3  CORRIDA DE NATAL DE APIUNA,507,52,2025,21/12/2025,APIUNA,PE,1,1,0,0
1 CORRIDA DE ANIVERSARIO DA 91 CIPM 2025,507,6,2026,07/02/2026,CAPIM GROSSO,SP,0,1,0,0
CIRCUITO SESC DE CORRIDA E CAMINHADA - ETAPA GUARAPARI,506,50,2025,07/12/2025,GUARAPARI,SP,1,1,0,0
5 CORRIDA - APAEXONADOS POR CORRIDA,505,27,2025,29/06/2025,MACAE,MG,1,1,0,0
MARATONA FILA 2025,505,28,2025,12/07/2025,SAO PAULO,PR,1,0,0,0
2 CORRIDA PEDRA DA TURMALINA,505,31,2025,27/07/2025,BREJO DO CRUZ,SC,1,0,0,0
GUS CITY - 3 EDICAO,505,43,2025,19/10/2025,GARANHUNS,SC,1,1,0,0
24 CORRIDA E CAMINHADA PARA LUZ 2025,504,23,2025,01/06/2025,CAMARAGIBE,RN,1,0,0,0
CORRIDA TOCA RAUL ITANHAEM,504,26,2025,22/06/2025,ITANHAEM,MG,1,1,0,0
3 XTRACK RUNNING 2025,504,40,2025,04/10/2025,GUARATINGUETA,SP,0,1,0,0
CORRIDA DE SANTO ANTONIO,504,48,2025,23/11/2025,PARACATU,RJ,1,0,0,0
CHEVROLET APUCARANA RUN,504,51,2025,14/12/2025,APUCARANA,RO,1,1,0,0
RUN COPERCAMPOS - 2 EDICAO,504,53,2025,28/12/2025,CAMPOS NOVOS,PE,1,1,1,0
FITLIFE RUN,504,4,2026,24/01/2026,BIGUACU,AL,1,1,0,0
8 CORRIDA DE SAO JOAO BATISTA,503,27,2025,29/06/2025,ACU,MG,1,1,0,0
CORRIDA BAHAMAS - UBERLANDIA,503,44,2025,26/10/2025,UBERLANDIA,BA,0,1,0,0
2 EDICAO JC RUN NOTURNA,503,47,2025,16/11/2025,ARARAQUARA,RO,1,1,0,0
CORRE COM A EDUCACAO,503,49,2025,30/11/2025,NITEROI,SP,1,0,0,0
CORRIDA ULTRA SAUDE,503,9,2026,22/02/2026,PORTO VELHO,SP,1,0,0,0
4 CORRIDA E CAMINHADA DA VIRADA DE OLINDA,502,26,2025,22/06/2025,OLINDA,AM,0,1,0,0
CIRCUITO AMERICAN RUN 2026 - ETAPA FOGO,502,32,2025,09/08/2025,MACEIO,RN,1,0,0,0
CORRIDA E CAMINHADA PROJETO SO POR HOJE 2025,502,35,2025,24/08/2025,ITABIRITO,SC,1,0,0,0
5 CORRIDA SAO JUDAS TADEU,502,52,2025,21/12/2025,ITABUNA,SC,1,1,0,0
CORRIDA DO JUDICIARIO,501,36,2025,31/08/2025,PORTO VELHO,RJ,1,0,0,0
VAMOS CORRER CAPIVARI,501,46,2025,15/11/2025,CAPIVARI,SC,1,0,0,0
PROVA PEDESTRE 4 DE FEVEREIRO MINATEL RUN,501,49,2025,30/11/2025,DOIS CORREGOS,SC,1,1,0,0
CORRIDA 12 ANOS EQUIPE MOVIMENTE-SE,501,49,2025,30/11/2025,MANACAPURU,RS,0,1,0,0
1 CORRIDA DA APRORN - PAU DOS FERROS,,29,26,01/01/2025,PAU DOS FERROS,SANTOS,,0,1,1
3  CORRIDA DO SOLDADO,,29,26,01/01/2025,SAO MIGUEL DO OESTE,CARUARU,,1,1,0
CORRIDA SOLIDARIA DE NATAL - ITAPEMA,,29,40,01/01/2025,ITAPEMA,MANAUS,,1,0,0
WINTER RACE 2025,,29,28,01/01/2025,SAQUAREMA,RIO DE JANEIRO,,1,0,0
3 NIGHT RUN SAO CAMILO,,29,46,01/01/2025,CONCORDIA,RIO DE JANEIRO,,1,0,0
CORRIDA JUNTOS CONTRA O CANCER,,29,35,01/01/2025,CHAPECO,MACEI ,,1,1,0
MEGARACE - CORRIDA DE OBSTACULOS,,29,40,01/01/2025,SANTA CRUZ DO SUL,RIO DE JANEIRO,,1,0,0
